,file_name,sequence,prediction
4422,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 65, 72, 84, 89]",80
4423,Cymatics - Lofi MIDI 14 - F Min.mid,"[65, 72, 84, 89, 80]",49
4424,Cymatics - Lofi MIDI 14 - F Min.mid,"[72, 84, 89, 80, 49]",61
4425,Cymatics - Lofi MIDI 14 - F Min.mid,"[84, 89, 80, 49, 61]",68
4426,Cymatics - Lofi MIDI 14 - F Min.mid,"[89, 80, 49, 61, 68]",75
4427,Cymatics - Lofi MIDI 14 - F Min.mid,"[80, 49, 61, 68, 75]",65
4428,Cymatics - Lofi MIDI 14 - F Min.mid,"[49, 61, 68, 75, 65]",72
4429,Cymatics - Lofi MIDI 14 - F Min.mid,"[61, 68, 75, 65, 72]",80
4430,Cymatics - Lofi MIDI 14 - F Min.mid,"[68, 75, 65, 72, 80]",84
4431,Cymatics - Lofi MIDI 14 - F Min.mid,"[75, 65, 72, 80, 84]",89
4432,Cymatics - Lofi MIDI 15 - F Maj.mid,"[54, 59, 62, 66, 69]",74
4433,Cymatics - Lofi MIDI 15 - F Maj.mid,"[59, 62, 66, 69, 74]",54
4434,Cymatics - Lofi MIDI 15 - F Maj.mid,"[62, 66, 69, 74, 54]",59
4435,Cymatics - Lofi MIDI 15 - F Maj.mid,"[66, 69, 74, 54, 59]",62
4436,Cymatics - Lofi MIDI 15 - F Maj.mid,"[69, 74, 54, 59, 62]",66
4437,Cymatics - Lofi MIDI 15 - F Maj.mid,"[74, 54, 59, 62, 66]",69
4438,Cymatics - Lofi MIDI 15 - F Maj.mid,"[54, 59, 62, 66, 69]",57
4439,Cymatics - Lofi MIDI 15 - F Maj.mid,"[59, 62, 66, 69, 57]",60
4440,Cymatics - Lofi MIDI 15 - F Maj.mid,"[62, 66, 69, 57, 60]",64
4441,Cymatics - Lofi MIDI 15 - F Maj.mid,"[66, 69, 57, 60, 64]",74
4442,Cymatics - Lofi MIDI 15 - F Maj.mid,"[69, 57, 60, 64, 74]",67
4443,Cymatics - Lofi MIDI 15 - F Maj.mid,"[57, 60, 64, 74, 67]",72
4444,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 64, 74, 67, 72]",64
4445,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 74, 67, 72, 64]",55
4446,Cymatics - Lofi MIDI 15 - F Maj.mid,"[74, 67, 72, 64, 55]",60
4447,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 72, 64, 55, 60]",60
4448,Cymatics - Lofi MIDI 15 - F Maj.mid,"[72, 64, 55, 60, 60]",67
4449,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 55, 60, 60, 67]",57
4450,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 60, 60, 67, 57]",64
4451,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 60, 67, 57, 64]",67
4452,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 67, 57, 64, 67]",72
4453,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 57, 64, 67, 72]",71
4454,Cymatics - Lofi MIDI 15 - F Maj.mid,"[57, 64, 67, 72, 71]",78
4455,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 67, 72, 71, 78]",76
4456,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 72, 71, 78, 76]",78
4457,Cymatics - Lofi MIDI 15 - F Maj.mid,"[72, 71, 78, 76, 78]",74
4458,Cymatics - Lofi MIDI 15 - F Maj.mid,"[71, 78, 76, 78, 74]",76
4459,Cymatics - Lofi MIDI 15 - F Maj.mid,"[78, 76, 78, 74, 76]",55
4460,Cymatics - Lofi MIDI 15 - F Maj.mid,"[76, 78, 74, 76, 55]",60
4461,Cymatics - Lofi MIDI 15 - F Maj.mid,"[78, 74, 76, 55, 60]",64
4462,Cymatics - Lofi MIDI 15 - F Maj.mid,"[74, 76, 55, 60, 64]",67
4463,Cymatics - Lofi MIDI 15 - F Maj.mid,"[76, 55, 60, 64, 67]",71
4464,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 60, 64, 67, 71]",71
4465,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 64, 67, 71, 71]",74
4466,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 67, 71, 71, 74]",54
4467,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 71, 71, 74, 54]",59
4468,Cymatics - Lofi MIDI 15 - F Maj.mid,"[71, 71, 74, 54, 59]",71
4469,Cymatics - Lofi MIDI 15 - F Maj.mid,"[71, 74, 54, 59, 71]",62
4470,Cymatics - Lofi MIDI 15 - F Maj.mid,"[74, 54, 59, 71, 62]",66
4471,Cymatics - Lofi MIDI 15 - F Maj.mid,"[54, 59, 71, 62, 66]",69
4472,Cymatics - Lofi MIDI 15 - F Maj.mid,"[59, 71, 62, 66, 69]",74
4473,Cymatics - Lofi MIDI 15 - F Maj.mid,"[71, 62, 66, 69, 74]",54
4474,Cymatics - Lofi MIDI 15 - F Maj.mid,"[62, 66, 69, 74, 54]",59
4475,Cymatics - Lofi MIDI 15 - F Maj.mid,"[66, 69, 74, 54, 59]",62
4476,Cymatics - Lofi MIDI 15 - F Maj.mid,"[69, 74, 54, 59, 62]",66
4477,Cymatics - Lofi MIDI 15 - F Maj.mid,"[74, 54, 59, 62, 66]",69
4478,Cymatics - Lofi MIDI 15 - F Maj.mid,"[54, 59, 62, 66, 69]",52
4479,Cymatics - Lofi MIDI 15 - F Maj.mid,"[59, 62, 66, 69, 52]",55
4480,Cymatics - Lofi MIDI 15 - F Maj.mid,"[62, 66, 69, 52, 55]",60
4481,Cymatics - Lofi MIDI 15 - F Maj.mid,"[66, 69, 52, 55, 60]",64
4482,Cymatics - Lofi MIDI 15 - F Maj.mid,"[69, 52, 55, 60, 64]",74
4483,Cymatics - Lofi MIDI 15 - F Maj.mid,"[52, 55, 60, 64, 74]",67
4484,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 60, 64, 74, 67]",60
4485,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 64, 74, 67, 60]",55
4486,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 74, 67, 60, 55]",55
4487,Cymatics - Lofi MIDI 15 - F Maj.mid,"[74, 67, 60, 55, 55]",60
4488,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 60, 55, 55, 60]",64
4489,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 55, 55, 60, 64]",67
4490,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 55, 60, 64, 67]",52
4491,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 60, 64, 67, 52]",64
4492,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 64, 67, 52, 64]",67
4493,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 67, 52, 64, 67]",71
4494,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 52, 64, 67, 71]",55
4495,Cymatics - Lofi MIDI 15 - F Maj.mid,"[52, 64, 67, 71, 55]",60
4496,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 67, 71, 55, 60]",64
4497,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 71, 55, 60, 64]",67
4498,Cymatics - Lofi MIDI 15 - F Maj.mid,"[71, 55, 60, 64, 67]",50
4499,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 60, 64, 67, 50]",55
4500,Cymatics - Lofi MIDI 15 - F Maj.mid,"[60, 64, 67, 50, 55]",71
4501,Cymatics - Lofi MIDI 15 - F Maj.mid,"[64, 67, 50, 55, 71]",59
4502,Cymatics - Lofi MIDI 15 - F Maj.mid,"[67, 50, 55, 71, 59]",62
4503,Cymatics - Lofi MIDI 15 - F Maj.mid,"[50, 55, 71, 59, 62]",66
4504,Cymatics - Lofi MIDI 15 - F Maj.mid,"[55, 71, 59, 62, 66]",50
4505,Cymatics - Lofi MIDI 15 - F Maj.mid,"[71, 59, 62, 66, 50]",55
4506,Cymatics - Lofi MIDI 15 - F Maj.mid,"[59, 62, 66, 50, 55]",59
4507,Cymatics - Lofi MIDI 15 - F Maj.mid,"[62, 66, 50, 55, 59]",62
4508,Cymatics - Lofi MIDI 15 - F Maj.mid,"[66, 50, 55, 59, 62]",66
4509,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 58, 61, 66]",42
4510,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 58, 61, 66, 42]",54
4511,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 61, 66, 42, 54]",61
4512,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 66, 42, 54, 61]",58
4513,Cymatics - Lofi MIDI 16 - F Maj.mid,"[66, 42, 54, 61, 58]",42
4514,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 61, 58, 42]",54
4515,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 61, 58, 42, 54]",58
4516,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 58, 42, 54, 58]",61
4517,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 42, 54, 58, 61]",63
4518,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 58, 61, 63]",66
4519,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 58, 61, 63, 66]",42
4520,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 61, 63, 66, 42]",54
4521,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 63, 66, 42, 54]",58
4522,Cymatics - Lofi MIDI 16 - F Maj.mid,"[63, 66, 42, 54, 58]",61
4523,Cymatics - Lofi MIDI 16 - F Maj.mid,"[66, 42, 54, 58, 61]",63
4524,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 58, 61, 63]",52
4525,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 58, 61, 63, 52]",59
4526,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 61, 63, 52, 59]",56
4527,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 63, 52, 59, 56]",64
4528,Cymatics - Lofi MIDI 16 - F Maj.mid,"[63, 52, 59, 56, 64]",80
4529,Cymatics - Lofi MIDI 16 - F Maj.mid,"[52, 59, 56, 64, 80]",78
4530,Cymatics - Lofi MIDI 16 - F Maj.mid,"[59, 56, 64, 80, 78]",80
4531,Cymatics - Lofi MIDI 16 - F Maj.mid,"[56, 64, 80, 78, 80]",76
4532,Cymatics - Lofi MIDI 16 - F Maj.mid,"[64, 80, 78, 80, 76]",78
4533,Cymatics - Lofi MIDI 16 - F Maj.mid,"[80, 78, 80, 76, 78]",75
4534,Cymatics - Lofi MIDI 16 - F Maj.mid,"[78, 80, 76, 78, 75]",76
4535,Cymatics - Lofi MIDI 16 - F Maj.mid,"[80, 76, 78, 75, 76]",74
4536,Cymatics - Lofi MIDI 16 - F Maj.mid,"[76, 78, 75, 76, 74]",75
4537,Cymatics - Lofi MIDI 16 - F Maj.mid,"[78, 75, 76, 74, 75]",73
4538,Cymatics - Lofi MIDI 16 - F Maj.mid,"[75, 76, 74, 75, 73]",74
4539,Cymatics - Lofi MIDI 16 - F Maj.mid,"[76, 74, 75, 73, 74]",71
4540,Cymatics - Lofi MIDI 16 - F Maj.mid,"[74, 75, 73, 74, 71]",73
4541,Cymatics - Lofi MIDI 16 - F Maj.mid,"[75, 73, 74, 71, 73]",70
4542,Cymatics - Lofi MIDI 16 - F Maj.mid,"[73, 74, 71, 73, 70]",71
4543,Cymatics - Lofi MIDI 16 - F Maj.mid,"[74, 71, 73, 70, 71]",52
4544,Cymatics - Lofi MIDI 16 - F Maj.mid,"[71, 73, 70, 71, 52]",59
4545,Cymatics - Lofi MIDI 16 - F Maj.mid,"[73, 70, 71, 52, 59]",56
4546,Cymatics - Lofi MIDI 16 - F Maj.mid,"[70, 71, 52, 59, 56]",42
4547,Cymatics - Lofi MIDI 16 - F Maj.mid,"[71, 52, 59, 56, 42]",64
4548,Cymatics - Lofi MIDI 16 - F Maj.mid,"[52, 59, 56, 42, 64]",70
4549,Cymatics - Lofi MIDI 16 - F Maj.mid,"[59, 56, 42, 64, 70]",54
4550,Cymatics - Lofi MIDI 16 - F Maj.mid,"[56, 42, 64, 70, 54]",58
4551,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 64, 70, 54, 58]",61
4552,Cymatics - Lofi MIDI 16 - F Maj.mid,"[64, 70, 54, 58, 61]",66
4553,Cymatics - Lofi MIDI 16 - F Maj.mid,"[70, 54, 58, 61, 66]",42
4554,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 58, 61, 66, 42]",54
4555,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 61, 66, 42, 54]",61
4556,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 66, 42, 54, 61]",58
4557,Cymatics - Lofi MIDI 16 - F Maj.mid,"[66, 42, 54, 61, 58]",42
4558,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 61, 58, 42]",54
4559,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 61, 58, 42, 54]",58
4560,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 58, 42, 54, 58]",61
4561,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 42, 54, 58, 61]",63
4562,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 58, 61, 63]",66
4563,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 58, 61, 63, 66]",42
4564,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 61, 63, 66, 42]",54
4565,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 63, 66, 42, 54]",58
4566,Cymatics - Lofi MIDI 16 - F Maj.mid,"[63, 66, 42, 54, 58]",61
4567,Cymatics - Lofi MIDI 16 - F Maj.mid,"[66, 42, 54, 58, 61]",63
4568,Cymatics - Lofi MIDI 16 - F Maj.mid,"[42, 54, 58, 61, 63]",49
4569,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 58, 61, 63, 49]",56
4570,Cymatics - Lofi MIDI 16 - F Maj.mid,"[58, 61, 63, 49, 56]",52
4571,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 63, 49, 56, 52]",63
4572,Cymatics - Lofi MIDI 16 - F Maj.mid,"[63, 49, 56, 52, 63]",49
4573,Cymatics - Lofi MIDI 16 - F Maj.mid,"[49, 56, 52, 63, 49]",56
4574,Cymatics - Lofi MIDI 16 - F Maj.mid,"[56, 52, 63, 49, 56]",52
4575,Cymatics - Lofi MIDI 16 - F Maj.mid,"[52, 63, 49, 56, 52]",46
4576,Cymatics - Lofi MIDI 16 - F Maj.mid,"[63, 49, 56, 52, 46]",63
4577,Cymatics - Lofi MIDI 16 - F Maj.mid,"[49, 56, 52, 46, 63]",78
4578,Cymatics - Lofi MIDI 16 - F Maj.mid,"[56, 52, 46, 63, 78]",54
4579,Cymatics - Lofi MIDI 16 - F Maj.mid,"[52, 46, 63, 78, 54]",51
4580,Cymatics - Lofi MIDI 16 - F Maj.mid,"[46, 63, 78, 54, 51]",61
4581,Cymatics - Lofi MIDI 16 - F Maj.mid,"[63, 78, 54, 51, 61]",76
4582,Cymatics - Lofi MIDI 16 - F Maj.mid,"[78, 54, 51, 61, 76]",78
4583,Cymatics - Lofi MIDI 16 - F Maj.mid,"[54, 51, 61, 76, 78]",75
4584,Cymatics - Lofi MIDI 16 - F Maj.mid,"[51, 61, 76, 78, 75]",76
4585,Cymatics - Lofi MIDI 16 - F Maj.mid,"[61, 76, 78, 75, 76]",74
4586,Cymatics - Lofi MIDI 16 - F Maj.mid,"[76, 78, 75, 76, 74]",75
4587,Cymatics - Lofi MIDI 16 - F Maj.mid,"[78, 75, 76, 74, 75]",73
4588,Cymatics - Lofi MIDI 16 - F Maj.mid,"[75, 76, 74, 75, 73]",74
4589,Cymatics - Lofi MIDI 16 - F Maj.mid,"[76, 74, 75, 73, 74]",71
4590,Cymatics - Lofi MIDI 16 - F Maj.mid,"[74, 75, 73, 74, 71]",73
4591,Cymatics - Lofi MIDI 16 - F Maj.mid,"[75, 73, 74, 71, 73]",70
4592,Cymatics - Lofi MIDI 16 - F Maj.mid,"[73, 74, 71, 73, 70]",71
4593,Cymatics - Lofi MIDI 16 - F Maj.mid,"[74, 71, 73, 70, 71]",68
4594,Cymatics - Lofi MIDI 16 - F Maj.mid,"[71, 73, 70, 71, 68]",70
4595,Cymatics - Lofi MIDI 16 - F Maj.mid,"[73, 70, 71, 68, 70]",46
4596,Cymatics - Lofi MIDI 16 - F Maj.mid,"[70, 71, 68, 70, 46]",54
4597,Cymatics - Lofi MIDI 16 - F Maj.mid,"[71, 68, 70, 46, 54]",51
4598,Cymatics - Lofi MIDI 16 - F Maj.mid,"[68, 70, 46, 54, 51]",61
4599,Cymatics - Lofi MIDI 16 - F Maj.mid,"[70, 46, 54, 51, 61]",68
4600,Cymatics - Lofi MIDI 17 - G Maj.mid,"[43, 50, 55, 59, 62]",55
4601,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 55, 59, 62, 55]",43
4602,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 59, 62, 55, 43]",45
4603,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 62, 55, 43, 45]",52
4604,Cymatics - Lofi MIDI 17 - G Maj.mid,"[62, 55, 43, 45, 52]",55
4605,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 43, 45, 52, 55]",59
4606,Cymatics - Lofi MIDI 17 - G Maj.mid,"[43, 45, 52, 55, 59]",59
4607,Cymatics - Lofi MIDI 17 - G Maj.mid,"[45, 52, 55, 59, 59]",50
4608,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 55, 59, 59, 50]",62
4609,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 59, 59, 50, 62]",64
4610,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 59, 50, 62, 64]",52
4611,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 50, 62, 64, 52]",55
4612,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 62, 64, 52, 55]",59
4613,Cymatics - Lofi MIDI 17 - G Maj.mid,"[62, 64, 52, 55, 59]",43
4614,Cymatics - Lofi MIDI 17 - G Maj.mid,"[64, 52, 55, 59, 43]",50
4615,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 55, 59, 43, 50]",45
4616,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 59, 43, 50, 45]",55
4617,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 43, 50, 45, 55]",64
4618,Cymatics - Lofi MIDI 17 - G Maj.mid,"[43, 50, 45, 55, 64]",59
4619,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 45, 55, 64, 59]",62
4620,Cymatics - Lofi MIDI 17 - G Maj.mid,"[45, 55, 64, 59, 62]",55
4621,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 64, 59, 62, 55]",43
4622,Cymatics - Lofi MIDI 17 - G Maj.mid,"[64, 59, 62, 55, 43]",50
4623,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 62, 55, 43, 50]",59
4624,Cymatics - Lofi MIDI 17 - G Maj.mid,"[62, 55, 43, 50, 59]",42
4625,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 43, 50, 59, 42]",62
4626,Cymatics - Lofi MIDI 17 - G Maj.mid,"[43, 50, 59, 42, 62]",47
4627,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 59, 42, 62, 47]",50
4628,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 42, 62, 47, 50]",54
4629,Cymatics - Lofi MIDI 17 - G Maj.mid,"[42, 62, 47, 50, 54]",57
4630,Cymatics - Lofi MIDI 17 - G Maj.mid,"[62, 47, 50, 54, 57]",57
4631,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 50, 54, 57, 57]",50
4632,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 54, 57, 57, 50]",47
4633,Cymatics - Lofi MIDI 17 - G Maj.mid,"[54, 57, 57, 50, 47]",54
4634,Cymatics - Lofi MIDI 17 - G Maj.mid,"[57, 57, 50, 47, 54]",42
4635,Cymatics - Lofi MIDI 17 - G Maj.mid,"[57, 50, 47, 54, 42]",40
4636,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 47, 54, 42, 40]",47
4637,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 54, 42, 40, 47]",52
4638,Cymatics - Lofi MIDI 17 - G Maj.mid,"[54, 42, 40, 47, 52]",55
4639,Cymatics - Lofi MIDI 17 - G Maj.mid,"[42, 40, 47, 52, 55]",59
4640,Cymatics - Lofi MIDI 17 - G Maj.mid,"[40, 47, 52, 55, 59]",52
4641,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 52, 55, 59, 52]",40
4642,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 55, 59, 52, 40]",42
4643,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 59, 52, 40, 42]",48
4644,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 52, 40, 42, 48]",52
4645,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 40, 42, 48, 52]",55
4646,Cymatics - Lofi MIDI 17 - G Maj.mid,"[40, 42, 48, 52, 55]",55
4647,Cymatics - Lofi MIDI 17 - G Maj.mid,"[42, 48, 52, 55, 55]",47
4648,Cymatics - Lofi MIDI 17 - G Maj.mid,"[48, 52, 55, 55, 47]",59
4649,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 55, 55, 47, 59]",60
4650,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 55, 47, 59, 60]",48
4651,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 47, 59, 60, 48]",52
4652,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 59, 60, 48, 52]",55
4653,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 60, 48, 52, 55]",40
4654,Cymatics - Lofi MIDI 17 - G Maj.mid,"[60, 48, 52, 55, 40]",47
4655,Cymatics - Lofi MIDI 17 - G Maj.mid,"[48, 52, 55, 40, 47]",42
4656,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 55, 40, 47, 42]",52
4657,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 40, 47, 42, 52]",60
4658,Cymatics - Lofi MIDI 17 - G Maj.mid,"[40, 47, 42, 52, 60]",55
4659,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 42, 52, 60, 55]",59
4660,Cymatics - Lofi MIDI 17 - G Maj.mid,"[42, 52, 60, 55, 59]",52
4661,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 60, 55, 59, 52]",40
4662,Cymatics - Lofi MIDI 17 - G Maj.mid,"[60, 55, 59, 52, 40]",47
4663,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 59, 52, 40, 47]",55
4664,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 52, 40, 47, 55]",38
4665,Cymatics - Lofi MIDI 17 - G Maj.mid,"[52, 40, 47, 55, 38]",59
4666,Cymatics - Lofi MIDI 17 - G Maj.mid,"[40, 47, 55, 38, 59]",43
4667,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 55, 38, 59, 43]",47
4668,Cymatics - Lofi MIDI 17 - G Maj.mid,"[55, 38, 59, 43, 47]",50
4669,Cymatics - Lofi MIDI 17 - G Maj.mid,"[38, 59, 43, 47, 50]",54
4670,Cymatics - Lofi MIDI 17 - G Maj.mid,"[59, 43, 47, 50, 54]",54
4671,Cymatics - Lofi MIDI 17 - G Maj.mid,"[43, 47, 50, 54, 54]",47
4672,Cymatics - Lofi MIDI 17 - G Maj.mid,"[47, 50, 54, 54, 47]",43
4673,Cymatics - Lofi MIDI 17 - G Maj.mid,"[50, 54, 54, 47, 43]",50
4674,Cymatics - Lofi MIDI 17 - G Maj.mid,"[54, 54, 47, 43, 50]",38
4675,Cymatics - Lofi MIDI 18 - G Maj.mid,"[55, 71, 74, 62, 66]",78
4676,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 74, 62, 66, 78]",71
4677,Cymatics - Lofi MIDI 18 - G Maj.mid,"[74, 62, 66, 78, 71]",71
4678,Cymatics - Lofi MIDI 18 - G Maj.mid,"[62, 66, 78, 71, 71]",71
4679,Cymatics - Lofi MIDI 18 - G Maj.mid,"[66, 78, 71, 71, 71]",74
4680,Cymatics - Lofi MIDI 18 - G Maj.mid,"[78, 71, 71, 71, 74]",74
4681,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 71, 71, 74, 74]",55
4682,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 71, 74, 74, 55]",62
4683,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 74, 74, 55, 62]",66
4684,Cymatics - Lofi MIDI 18 - G Maj.mid,"[74, 74, 55, 62, 66]",78
4685,Cymatics - Lofi MIDI 18 - G Maj.mid,"[74, 55, 62, 66, 78]",59
4686,Cymatics - Lofi MIDI 18 - G Maj.mid,"[55, 62, 66, 78, 59]",62
4687,Cymatics - Lofi MIDI 18 - G Maj.mid,"[62, 66, 78, 59, 62]",66
4688,Cymatics - Lofi MIDI 18 - G Maj.mid,"[66, 78, 59, 62, 66]",69
4689,Cymatics - Lofi MIDI 18 - G Maj.mid,"[78, 59, 62, 66, 69]",73
4690,Cymatics - Lofi MIDI 18 - G Maj.mid,"[59, 62, 66, 69, 73]",74
4691,Cymatics - Lofi MIDI 18 - G Maj.mid,"[62, 66, 69, 73, 74]",71
4692,Cymatics - Lofi MIDI 18 - G Maj.mid,"[66, 69, 73, 74, 71]",73
4693,Cymatics - Lofi MIDI 18 - G Maj.mid,"[69, 73, 74, 71, 73]",78
4694,Cymatics - Lofi MIDI 18 - G Maj.mid,"[73, 74, 71, 73, 78]",59
4695,Cymatics - Lofi MIDI 18 - G Maj.mid,"[74, 71, 73, 78, 59]",62
4696,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 73, 78, 59, 62]",66
4697,Cymatics - Lofi MIDI 18 - G Maj.mid,"[73, 78, 59, 62, 66]",69
4698,Cymatics - Lofi MIDI 18 - G Maj.mid,"[78, 59, 62, 66, 69]",78
4699,Cymatics - Lofi MIDI 18 - G Maj.mid,"[59, 62, 66, 69, 78]",52
4700,Cymatics - Lofi MIDI 18 - G Maj.mid,"[62, 66, 69, 78, 52]",71
4701,Cymatics - Lofi MIDI 18 - G Maj.mid,"[66, 69, 78, 52, 71]",71
4702,Cymatics - Lofi MIDI 18 - G Maj.mid,"[69, 78, 52, 71, 71]",74
4703,Cymatics - Lofi MIDI 18 - G Maj.mid,"[78, 52, 71, 71, 74]",62
4704,Cymatics - Lofi MIDI 18 - G Maj.mid,"[52, 71, 71, 74, 62]",66
4705,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 71, 74, 62, 66]",78
4706,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 74, 62, 66, 78]",71
4707,Cymatics - Lofi MIDI 18 - G Maj.mid,"[74, 62, 66, 78, 71]",71
4708,Cymatics - Lofi MIDI 18 - G Maj.mid,"[62, 66, 78, 71, 71]",71
4709,Cymatics - Lofi MIDI 18 - G Maj.mid,"[66, 78, 71, 71, 71]",74
4710,Cymatics - Lofi MIDI 18 - G Maj.mid,"[78, 71, 71, 71, 74]",74
4711,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 71, 71, 74, 74]",52
4712,Cymatics - Lofi MIDI 18 - G Maj.mid,"[71, 71, 74, 74, 52]",62
